numeroMsgsEntreAeB=8 primeiraPalavraA=me ultimaPalavraA=agend primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=president ultimaPalavraA=federal primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=mulh ultimaPalavraA=aplaus primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=d ultimaPalavraA=d primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=noss ultimaPalavraA=hor primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=chegu ultimaPalavraA=represent primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=eu ultimaPalavraA=eu primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=adelin ultimaPalavraA=adelin primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=kik ultimaPalavraA=comisso primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=president ultimaPalavraA=fal primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=mi ultimaPalavraA=hin primeiraPalavraB=felician ultimaPalavraB=engrac mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=-1 primeiraPalavraA=ei ultimaPalavraA=telinh primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=0 primeiraPalavraA=felician ultimaPalavraA=engrac primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=jesus ultimaPalavraA=vcs primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=é ultimaPalavraA=felician primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=marc ultimaPalavraA=hahah primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=jean ultimaPalavraA=histor primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=algu ultimaPalavraA=roup primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=muit ultimaPalavraA=parabensssssssssss primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=nom ultimaPalavraA=ver primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=jandira ultimaPalavraA=jandira primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=me ultimaPalavraA=agend primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=president ultimaPalavraA=federal primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=mulh ultimaPalavraA=aplaus primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=d ultimaPalavraA=d primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=noss ultimaPalavraA=hor primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=chegu ultimaPalavraA=represent primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=eu ultimaPalavraA=eu primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=adelin ultimaPalavraA=adelin primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=kik ultimaPalavraA=comisso primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=president ultimaPalavraA=fal primeiraPalavraB=ei ultimaPalavraB=telinh mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=-1 primeiraPalavraA=já ultimaPalavraA=remedi primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=0 primeiraPalavraA=ei ultimaPalavraA=telinh primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=felician ultimaPalavraA=engrac primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=jesus ultimaPalavraA=vcs primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=é ultimaPalavraA=felician primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=marc ultimaPalavraA=hahah primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=jean ultimaPalavraA=histor primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=algu ultimaPalavraA=roup primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=muit ultimaPalavraA=parabensssssssssss primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=nom ultimaPalavraA=ver primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=jandira ultimaPalavraA=jandira primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=me ultimaPalavraA=agend primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=president ultimaPalavraA=federal primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=mulh ultimaPalavraA=aplaus primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=d ultimaPalavraA=d primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=noss ultimaPalavraA=hor primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=chegu ultimaPalavraA=represent primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=eu ultimaPalavraA=eu primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=adelin ultimaPalavraA=adelin primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=kik ultimaPalavraA=comisso primeiraPalavraB=já ultimaPalavraB=remedi mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=-1 primeiraPalavraA=dois ultimaPalavraA=ignor primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=0 primeiraPalavraA=já ultimaPalavraA=remedi primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=ei ultimaPalavraA=telinh primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=felician ultimaPalavraA=engrac primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=jesus ultimaPalavraA=vcs primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=é ultimaPalavraA=felician primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=marc ultimaPalavraA=hahah primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=jean ultimaPalavraA=histor primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=algu ultimaPalavraA=roup primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=muit ultimaPalavraA=parabensssssssssss primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=nom ultimaPalavraA=ver primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=jandira ultimaPalavraA=jandira primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=me ultimaPalavraA=agend primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=president ultimaPalavraA=federal primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=mulh ultimaPalavraA=aplaus primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=d ultimaPalavraA=d primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=noss ultimaPalavraA=hor primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=chegu ultimaPalavraA=represent primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=eu ultimaPalavraA=eu primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=adelin ultimaPalavraA=adelin primeiraPalavraB=dois ultimaPalavraB=ignor mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=-1 primeiraPalavraA=vao ultimaPalavraA=jesus primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=0 primeiraPalavraA=dois ultimaPalavraA=ignor primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=já ultimaPalavraA=remedi primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=ei ultimaPalavraA=telinh primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=felician ultimaPalavraA=engrac primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=jesus ultimaPalavraA=vcs primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=é ultimaPalavraA=felician primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=marc ultimaPalavraA=hahah primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=jean ultimaPalavraA=histor primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=algu ultimaPalavraA=roup primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=muit ultimaPalavraA=parabensssssssssss primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=nom ultimaPalavraA=ver primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=jandira ultimaPalavraA=jandira primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=me ultimaPalavraA=agend primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=president ultimaPalavraA=federal primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=mulh ultimaPalavraA=aplaus primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=d ultimaPalavraA=d primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=noss ultimaPalavraA=hor primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=chegu ultimaPalavraA=represent primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=eu ultimaPalavraA=eu primeiraPalavraB=vao ultimaPalavraB=jesus mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=-1 primeiraPalavraA=pronunc ultimaPalavraA=p primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=0 primeiraPalavraA=vao ultimaPalavraA=jesus primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=dois ultimaPalavraA=ignor primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=já ultimaPalavraA=remedi primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=ei ultimaPalavraA=telinh primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=felician ultimaPalavraA=engrac primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=jesus ultimaPalavraA=vcs primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=é ultimaPalavraA=felician primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=marc ultimaPalavraA=hahah primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=jean ultimaPalavraA=histor primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=algu ultimaPalavraA=roup primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=muit ultimaPalavraA=parabensssssssssss primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=nom ultimaPalavraA=ver primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=jandira ultimaPalavraA=jandira primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=me ultimaPalavraA=agend primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=president ultimaPalavraA=federal primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=mulh ultimaPalavraA=aplaus primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=d ultimaPalavraA=d primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=noss ultimaPalavraA=hor primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=chegu ultimaPalavraA=represent primeiraPalavraB=pronunc ultimaPalavraB=p mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=-1 primeiraPalavraA=é ultimaPalavraA=atenca primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false ehPar
numeroMsgsEntreAeB=0 primeiraPalavraA=pronunc ultimaPalavraA=p primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=vao ultimaPalavraA=jesus primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=dois ultimaPalavraA=ignor primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=já ultimaPalavraA=remedi primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=ei ultimaPalavraA=telinh primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=felician ultimaPalavraA=engrac primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=jesus ultimaPalavraA=vcs primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=é ultimaPalavraA=felician primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=marc ultimaPalavraA=hahah primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=jean ultimaPalavraA=histor primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=10 primeiraPalavraA=algu ultimaPalavraA=roup primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=11 primeiraPalavraA=muit ultimaPalavraA=parabensssssssssss primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=12 primeiraPalavraA=nom ultimaPalavraA=ver primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=13 primeiraPalavraA=jandira ultimaPalavraA=jandira primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=14 primeiraPalavraA=me ultimaPalavraA=agend primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=15 primeiraPalavraA=president ultimaPalavraA=federal primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=16 primeiraPalavraA=mulh ultimaPalavraA=aplaus primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=17 primeiraPalavraA=d ultimaPalavraA=d primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=18 primeiraPalavraA=noss ultimaPalavraA=hor primeiraPalavraB=é ultimaPalavraB=atenca mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=-1 primeiraPalavraA=jean ultimaPalavraA=dizim primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false ehPar
numeroMsgsEntreAeB=0 primeiraPalavraA=é ultimaPalavraA=atenca primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=1 primeiraPalavraA=pronunc ultimaPalavraA=p primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=2 primeiraPalavraA=vao ultimaPalavraA=jesus primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=3 primeiraPalavraA=dois ultimaPalavraA=ignor primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=4 primeiraPalavraA=já ultimaPalavraA=remedi primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=5 primeiraPalavraA=ei ultimaPalavraA=telinh primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=6 primeiraPalavraA=felician ultimaPalavraA=engrac primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=7 primeiraPalavraA=jesus ultimaPalavraA=vcs primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=8 primeiraPalavraA=é ultimaPalavraA=felician primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
numeroMsgsEntreAeB=9 primeiraPalavraA=marc ultimaPalavraA=hahah primeiraPalavraB=jean ultimaPalavraB=dizim mensagemATemNomeB=false mensagemBTemNomeA=false NaoEhPar
